StarID,ProperName,RA,Dec,Mag,ColorIndex
15246.0,,4.63969679,39.44948917,8.41,0.689
15247.0,,4.64027777,42.9688302,7.97,1.325
15248.0,,4.64055344,29.38735501,8.76,0.67
15249.0,,4.64122483,28.71767883,8.34,0.456
15250.0,,4.6413402,-19.64084548,7.13,0.255
15251.0,,4.64152425,26.93942408,6.56,0.344
15252.0,,4.64178244,-4.16920571,8.47,1.517
15253.0,,4.64196028,18.73374518,8.45,0.223
15254.0,,4.64273304,61.21594179,7.68,1.092
15255.0,,4.64282157,-9.34320572,7.64,0.53
15256.0,,4.64340013,8.1751928,7.64,-0.01
15257.0,,4.64358487,58.66238098,8.32,0.117
15258.0,,4.64408718,38.44863468,7.61,0.442
15259.0,,4.6441386,6.87484466,8.32,0.271
15260.0,,4.64424619,17.40811925,7.89,0.403
15261.0,,4.64552921,-27.0338082,8.47,0.611
15262.0,,4.64616995,6.82033236,7.95,1.758
15263.0,,4.64702226,-62.37860852,6.78,0.194
15264.0,,4.64716008,-69.45417495,8.11,1.552
15265.0,,4.64750808,82.4863676,8.27,1.634
15266.0,,4.64756255,23.15010505,7.51,0.576
15267.0,,4.64791859,-8.22480347,7.27,-0.01
15268.0,,4.64814721,42.24003966,6.89,1.233
15269.0,,4.64820616,-51.45029002,8.83,0.962
15270.0,,4.64822048,-12.12307828,4.99,0.074
15271.0,,4.64835018,-58.98062087,7.2,0.188
15272.0,,4.64861478,-7.39474556,8.4,1.378
15273.0,,4.648817,-13.34657125,8.33,1.304
15274.0,,4.64889233,-25.70594543,7.3,1.039
15275.0,,4.6489435,-37.33112554,8.47,1.046
15276.0,,4.64900241,-36.17939931,8.81,1.136
15277.0,,4.64902886,-27.91161764,7.94,0.349
15278.0,,4.64923676,14.10563192,7.96,0.655
15279.0,,4.64939877,56.63812882,8.03,1.022
15280.0,,4.64969468,36.54656445,7.73,0.264
15281.0,,4.65107728,76.97434981,8.11,1.064
15282.0,,4.65116987,67.20093328,7.79,0.065
15283.0,,4.65119136,-51.67279617,6.45,1.321
15284.0,,4.65135815,41.2500078,8.72,0.184
15285.0,,4.65160654,-4.80686473,7.96,1.499
15286.0,,4.65169524,7.87098753,5.38,0.257
15287.0,,4.65240754,13.00313913,7.2,0.429
15288.0,,4.6525548,15.80003442,5.08,0.141
15289.0,,4.6526885,74.46902514,7.85,1.259
15290.0,,4.65268888,2.12939845,8.32,1.1
15291.0,,4.65376237,22.65225925,8.54,0.306
15292.0,,4.65389266,-54.17584956,8.53,1.084
15293.0,,4.65400892,31.74151927,7.92,0.453
15294.0,,4.65415396,-30.5936221,8.89,1.005
15295.0,,4.65456995,15.9180242,4.67,0.147
15296.0,,4.65545502,-14.35888729,5.46,1.054
15297.0,,4.65547923,-33.43023621,8.11,0.503
15298.0,,4.65633698,-30.45663535,8.23,1.476
15299.0,,4.65642707,25.2183027,6.21,0.176
15300.0,,4.65694361,35.95431882,7.97,0.206
15301.0,,4.65706792,-56.88888787,8.12,1.483
15302.0,,4.65775607,63.220812,7.72,0.0
15303.0,,4.65775804,-33.99894864,7.69,0.927
15304.0,,4.65786374,-0.08431618,7.22,1.332
15305.0,,4.65877492,-45.12344311,8.86,0.91
15306.0,,4.65916427,43.65920394,8.46,0.235
15307.0,,4.66010086,13.12344166,8.93,0.83
15308.0,,4.66028284,-21.24759919,7.18,1.2
15309.0,,4.66032937,-14.59571052,7.96,0.491
15310.0,,4.66073834,21.51756429,8.09,0.529
15311.0,,4.66076705,28.7838457,8.7,0.37
15312.0,,4.66086251,69.09384404,7.93,1.661
15313.0,,4.66183801,9.87298087,9.19,1.018
15314.0,,4.66188912,-45.0455666,8.44,0.533
15315.0,,4.66201021,51.20826436,8.83,0.536
15316.0,,4.66204591,-65.66630873,8.22,1.111
15317.0,,4.66219684,-16.96309114,7.52,1.643
15318.0,,4.66233993,-43.38371632,8.9,0.47
15319.0,,4.6630962,-35.1665949,8.75,0.491
15320.0,,4.6631135,-1.05243771,6.11,0.943
15321.0,,4.66311656,-10.69518202,8.49,0.608
15322.0,,4.66317414,66.868079,8.93,0.215
15323.0,,4.66414197,12.7285173,10.04,1.073
15324.0,,4.66426975,-35.64400687,8.45,0.47
15325.0,,4.66449635,17.4892868,7.91,1.32
15326.0,,4.66519087,53.07957406,5.07,1.079
15327.0,,4.6657806,69.12545567,8.05,0.11
15328.0,,4.66585571,52.81956309,7.9,1.043
15329.0,,4.66612044,53.47323647,5.36,0.331
15330.0,,4.6661463,-71.50552959,7.76,0.747
15331.0,,4.66664052,7.27124514,8.26,0.961
15332.0,,4.66702239,-31.07571886,11.04,
15333.0,,4.66761618,12.19764088,5.45,-0.121
15334.0,,4.66774691,-22.6141732,8.72,0.121
15335.0,,4.66794038,52.48621289,7.98,0.073
15336.0,,4.66809009,39.78851345,7.2,1.591
15337.0,,4.66821755,0.55070632,8.57,0.085
15338.0,,4.66855282,33.13421952,8.63,0.69
15339.0,,4.66856839,-24.48241131,5.56,0.926
15340.0,,4.66886374,-35.01874361,8.08,1.054
15341.0,,4.66923325,-0.4391156,8.96,0.428
15342.0,,4.66973969,40.78906385,6.58,0.425
15343.0,,4.67004282,67.58910934,10.81,1.254
15344.0,,4.67046463,-13.01535347,8.23,0.427
15345.0,,4.67061247,-38.80701054,7.43,1.216
15346.0,,4.67075898,51.10717636,8.3,1.311
15347.0,,4.67088794,-27.73500319,8.89,0.342
15348.0,,4.67158911,-58.94433445,6.53,0.677
15349.0,,4.67177486,-46.29321044,8.67,0.68
15350.0,,4.67251172,64.55718041,7.04,0.945
15351.0,,4.67295813,29.97232007,6.8,0.393
15352.0,,4.67372607,16.51373414,9.47,1.096
15353.0,,4.67402609,-19.67125686,4.32,1.599
15354.0,,4.67426846,76.56716249,7.66,0.515
15355.0,,4.67481276,-9.19583388,10.27,1.49
15356.0,,4.67606197,-41.86357034,4.44,0.342
15357.0,,4.67617152,-48.53829908,6.9,1.1
15358.0,,4.6762731,-26.07820443,8.99,1.089
15359.0,,4.67670887,44.09709049,7.47,0.172
15360.0,,4.6771761,-25.77199046,8.48,0.336
15361.0,,4.67806565,-1.20032749,8.55,0.473
15362.0,,4.67845636,-28.2005516,7.74,0.621
15363.0,,4.67903137,36.85017075,8.42,0.588
15364.0,,4.67923608,-23.05225508,8.78,1.16
15365.0,,4.67948558,5.33993557,8.76,0.212
15366.0,,4.6796612,30.29165647,8.04,0.485
15367.0,,4.68016654,-39.85307647,8.32,0.233
15368.0,,4.68017283,-45.79305049,7.5,0.123
15369.0,,4.68020653,-56.03094239,7.75,0.337
15370.0,,4.68028559,23.80974203,8.84,0.688
15371.0,,4.68033036,-62.80090731,8.44,0.552
15372.0,,4.68042609,57.87964058,7.26,0.125
15373.0,,4.68225137,-42.50098937,8.8,0.475
15374.0,,4.68228079,0.96279005,7.67,0.03
15375.0,,4.68252937,-1.95003276,8.14,1.0
15376.0,,4.68268239,2.50566824,8.08,0.394
15377.0,,4.68345873,-32.22658313,8.64,1.256
15378.0,,4.68407647,-60.84586814,8.48,0.364
15379.0,,4.6842655,-39.58304347,7.96,0.633
15380.0,,4.68429894,-45.70485226,8.52,0.321
15381.0,,4.68469736,50.0665365,8.09,0.516
15382.0,,4.6847154,-6.74750463,7.06,1.073
15383.0,,4.68493808,3.51397801,8.44,1.175
15384.0,,4.6850264,6.63133128,8.88,1.789
15385.0,,4.68546879,57.91210753,8.1,0.075
15386.0,,4.685566,25.99278818,8.31,0.91
15387.0,,4.68763127,-13.94027139,8.06,1.121
15388.0,,4.68861149,20.90213088,8.09,1.092
15389.0,,4.68881548,28.61506693,5.73,0.018
15390.0,,4.68882111,-52.62526827,8.15,0.528
15391.0,,4.68894921,34.66570617,7.91,1.304
15392.0,,4.69002482,48.30098864,5.66,0.002
15393.0,,4.69147684,-43.90073563,8.65,0.978
15394.0,,4.6919302,-23.97645726,7.34,1.697
15395.0,,4.69227178,1.89961511,8.75,1.251
15396.0,,4.69276601,-14.68778581,7.33,1.089
15397.0,,4.69297275,-68.60764208,8.07,1.131
15398.0,,4.69299752,-0.74414907,7.98,0.386
15399.0,,4.69330447,42.11948366,7.29,0.633
15400.0,,4.69330537,0.56004219,7.53,0.204
15401.0,,4.69350053,-66.90029632,8.07,1.241
15402.0,,4.69427096,-48.15682946,8.57,1.088
15403.0,,4.69500975,-12.47582192,6.64,0.127
15404.0,,4.6950735,-52.31230237,8.17,0.405
15405.0,,4.69515504,-32.84563142,8.61,0.609
15406.0,,4.69537641,22.7315998,8.73,1.655
15407.0,,4.69589252,-61.21773809,7.68,0.081
15408.0,,4.69615144,-47.26002393,6.77,0.745
15409.0,,4.69628576,-45.30749604,7.89,0.049
15410.0,,4.69645748,28.66001149,8.85,0.508
15411.0,,4.69675468,54.67134006,8.13,0.156
15412.0,,4.6972436,38.28042013,5.97,0.593
15413.0,,4.69772224,-47.8259522,7.37,0.3
15414.0,,4.69841674,-58.02072762,8.41,0.773
15415.0,,4.69850492,-44.91596393,8.72,0.362
15416.0,,4.69950018,-11.59342282,8.42,0.351
15417.0,,4.69962083,65.09573715,8.7,0.234
15418.0,,4.69971511,-50.51871834,8.18,0.918
15419.0,,4.69989987,21.50895254,8.96,1.353
15420.0,,4.69991428,-54.8004567,7.94,1.136
15421.0,,4.70091578,-29.63220975,8.77,0.484
15422.0,,4.7009573,-37.14476616,5.04,0.391
15423.0,,4.70103044,69.09390248,7.44,1.116
15424.0,,4.70114163,24.01078117,7.19,0.484
15425.0,,4.70129311,14.3265477,8.77,0.42
15426.0,,4.7014642,-33.91909676,9.98,1.199
15427.0,,4.70159372,-61.09250783,8.47,1.153
15428.0,,4.70162554,23.06020777,8.94,0.505
15429.0,,4.70226452,-37.61349462,6.93,-0.034
15430.0,,4.70241236,-1.66492738,8.93,0.264
15431.0,,4.70247393,8.85295078,8.44,0.028
15432.0,,4.70247772,-35.47612449,8.41,0.656
15433.0,,4.70271113,15.969945,8.09,0.388
15434.0,,4.70287492,-56.11898881,8.04,0.476
15435.0,,4.70291988,49.91989777,7.69,0.024
15436.0,,4.7031422,67.2933379,7.85,0.118
15437.0,,4.70373273,37.51489293,7.6,0.602
15438.0,,4.70380826,2.99005124,7.26,0.191
15439.0,,4.7040843,22.95697545,4.27,-0.112
15440.0,,4.70416446,9.63397873,6.76,0.354
15441.0,,4.7044735,57.70882819,11.37,1.43
15442.0,,4.70491675,47.58681364,7.97,1.223
15443.0,,4.70492273,-60.40712927,8.76,1.465
15444.0,,4.70554432,-61.621285,8.86,0.812
15445.0,,4.70583536,-63.21568837,8.03,0.43
15446.0,,4.70617087,-23.17794265,6.8,1.579
15447.0,,4.70627303,-0.92985473,6.73,0.407
15448.0,,4.70640368,35.86257475,8.69,0.395
15449.0,,4.70680621,-71.4958847,8.25,0.509
15450.0,,4.70747792,33.96485763,8.87,0.308
15451.0,,4.70881194,-20.97310968,7.75,0.538
15452.0,,4.7102018,38.38963856,8.02,0.386
15453.0,,4.71028522,58.9092859,7.96,0.28
15454.0,,4.7103994,12.31112335,8.16,0.755
15455.0,,4.71040134,69.9282313,8.36,0.066
15456.0,,4.71044731,36.31157564,7.89,0.226
15457.0,,4.71113898,-8.80559828,8.52,0.979
15458.0,,4.71121183,-5.75725733,7.14,0.038
15459.0,,4.71133686,-38.85738346,8.57,1.019
15460.0,,4.7128546,72.97832837,8.35,0.34
15461.0,,4.71290459,-50.48141805,5.3,0.977
15462.0,,4.71323119,38.4266447,6.66,0.291
15463.0,,4.71355149,12.2103181,7.4,0.76
15464.0,,4.71380424,66.73559432,8.29,0.71
15465.0,,4.71430517,-34.21663766,7.55,1.165
15466.0,,4.71434521,18.72065703,7.12,0.677
15467.0,,4.71495121,-4.11983851,8.26,0.198
15468.0,,4.71508302,43.36526451,5.3,0.028
15469.0,,4.71527408,4.7407777,7.97,1.158
15470.0,,4.71535671,7.56983036,8.9,0.278
15471.0,,4.7153805,18.96088078,9.95,1.523
15472.0,,4.71543283,-31.70877162,7.51,0.299
15473.0,,4.71570843,-44.19527119,9.98,1.197
15474.0,,4.71575503,-0.5901047,8.15,0.642
15475.0,,4.71593037,2.41845079,7.85,1.029
15476.0,,4.7160905,53.13841801,8.11,0.506
15477.0,,4.7162468,17.31114315,8.23,1.7
15478.0,,4.71627756,-33.43268462,8.44,0.54
15479.0,,4.71632406,57.20201873,7.91,0.506
15480.0,,4.7163279,-24.30135917,7.51,0.356
15481.0,,4.71647812,14.8145439,6.69,0.904
15482.0,,4.71677139,1.10789032,8.32,-0.079
15483.0,,4.71686598,-81.50433824,8.14,1.237
15484.0,,4.71704664,18.71187127,9.92,1.122
15485.0,,4.71721434,45.63040635,8.63,0.52
15486.0,,4.71774328,-22.32228141,8.43,0.705
15487.0,,4.71776299,-70.93111187,5.53,-0.114
15488.0,,4.71804788,33.92973699,7.26,1.109
15489.0,,4.71806772,26.24311606,8.67,1.553
15490.0,,4.71834396,-50.21973631,8.95,0.584
15491.0,,4.71841901,20.62994933,8.66,0.533
15492.0,,4.71847257,9.62042275,8.63,0.414
15493.0,,4.71866269,-7.41168981,8.78,0.246
15494.0,,4.71871994,-34.84765292,8.36,1.087
15495.0,,4.71878783,-6.47092775,7.39,0.119
15496.0,,4.71925383,-30.76539538,5.66,1.391
15497.0,,4.71953302,-15.62081809,7.85,1.631
15498.0,,4.72045376,-54.59294392,7.61,0.746
15499.0,,4.7204854,24.08896447,6.18,0.544
15500.0,,4.72121611,-9.61821424,8.03,0.649
15501.0,,4.72143667,-23.62831614,7.12,0.411
15502.0,,4.7216005,59.52123474,6.51,0.239
15503.0,,4.72179977,-82.51988037,7.74,1.591
15504.0,,4.7223233,-47.2215645,7.36,1.517
15505.0,,4.72266623,49.97382624,5.86,0.013
15506.0,,4.72359768,5.26457048,8.16,0.119
15507.0,,4.72423511,-58.78958898,8.28,0.259
15508.0,,4.72424893,4.96380565,8.07,0.376
15509.0,,4.72478648,33.24453427,8.74,0.62
15510.0,,4.72489982,-52.54603531,7.19,1.346
15511.0,,4.72519382,-1.11136151,8.61,1.46
15512.0,,4.72542068,-41.75352398,7.77,1.167
15513.0,,4.72546768,11.16665272,10.29,1.16
15514.0,,4.72586609,-66.74279504,8.5,0.711
15515.0,,4.72631328,-8.79424587,5.98,0.645
15516.0,,4.72650012,27.68804625,8.0,0.907
15517.0,,4.72668387,-56.37330384,8.51,1.564
15518.0,,4.7267572,-15.8046031,9.95,0.95
15519.0,,4.7268236,-48.30443233,7.94,1.068
15520.0,,4.72743052,-58.55591868,8.26,1.426
15521.0,,4.72796388,68.14963073,7.86,0.133
15522.0,,4.72810829,-32.25738943,8.26,1.45
15523.0,,4.72896211,-41.06481341,6.24,1.468
15524.0,,4.72898615,-52.26341247,6.62,0.374
15525.0,,4.72939632,-10.68225001,7.8,0.685
15526.0,,4.72973445,-20.35182067,7.46,0.997
15527.0,,4.73007579,32.86556708,6.49,0.311
15528.0,,4.73032673,3.47789904,8.2,1.171
15529.0,,4.73043897,-48.32764221,6.9,0.498
15530.0,,4.73050406,-24.77939104,8.21,0.261
15531.0,,4.73088161,-72.13589682,8.68,1.377
15532.0,,4.731171,79.76323487,8.45,0.455
15533.0,,4.73166707,22.94444992,6.91,0.014
15534.0,,4.73222003,-14.44951794,8.82,1.198
15535.0,,4.73362179,-78.02149341,8.57,0.109
15536.0,,4.73389085,-25.91882462,8.28,0.465
15537.0,,4.7339447,55.53843426,8.52,0.056
15538.0,,4.734182,42.4188711,7.51,0.31
15539.0,,4.73420099,-21.10693569,8.27,0.979
15540.0,,4.73436592,12.99122769,7.61,0.442
15541.0,,4.73464641,-76.30574677,7.74,0.513
15542.0,,4.73470745,-31.4860625,7.53,0.968
15543.0,,4.73481056,-8.50357425,5.78,-0.076
15544.0,,4.73514352,-3.1665773,7.89,0.988
15545.0,,4.7355416,-18.66654311,5.53,0.025
15546.0,,4.73617689,-46.26783127,7.91,1.098
15547.0,,4.73640894,46.96566529,8.77,0.7
15548.0,,4.73694757,40.78651068,6.09,0.04
15549.0,,4.73714278,36.18123749,8.31,1.66
15550.0,,4.73757848,-27.57782197,6.76,1.497
15551.0,,4.73789813,-52.62832227,8.22,0.316
15552.0,,4.7387598,54.53708144,8.86,1.058
15553.0,,4.73919976,-59.73284052,5.28,0.206
15554.0,,4.7392793,48.17593358,6.78,1.269
15555.0,,4.73966385,21.65761507,8.27,0.223
15556.0,,4.73982854,-36.45391213,8.39,1.122
15557.0,,4.74049154,11.14616933,5.39,0.251
15558.0,,4.74141545,-27.94886233,7.16,0.931
15559.0,,4.74230988,-18.89639437,8.63,0.414
15560.0,,4.74245611,38.74950649,8.72,0.31
15561.0,,4.7424912,39.87556381,8.31,0.51
15562.0,,4.74272643,-16.06510966,7.54,0.541
15563.0,,4.74306745,44.76668669,7.75,0.263
15564.0,,4.743148,38.25497826,6.74,0.778
15565.0,,4.7436828,-25.69650305,8.89,0.362
15566.0,,4.74412107,-1.4332001,8.42,0.812
15567.0,,4.7449399,-37.1210031,9.54,0.95
15568.0,,4.74504379,0.56817195,7.22,-0.173
15569.0,,4.7452742,-47.41165673,8.33,0.606
15570.0,,4.74575995,14.62683721,8.08,0.47
15571.0,,4.74620153,-20.01412926,8.62,0.718
15572.0,,4.74640863,-26.76837724,8.03,0.955
15573.0,,4.74658263,-51.27833815,8.18,0.526
15574.0,,4.7467331,5.28953834,8.09,0.864
15575.0,,4.74680458,-44.55213784,7.75,1.45
15576.0,,4.74760991,-64.97617605,8.95,1.042
15577.0,,4.7486316,52.33968357,6.88,0.116
15578.0,,4.74876261,-20.27380691,8.12,1.643
15579.0,,4.74884747,-63.30966415,8.9,1.191
15580.0,,4.7489042,1.60528357,8.84,0.766
15581.0,,4.74942042,-63.2297076,6.46,1.077
15582.0,,4.7496733,-56.29461897,7.89,1.061
15583.0,,4.75075585,-62.4932685,8.95,1.55
15584.0,,4.75109968,5.87171959,8.49,0.308
15585.0,,4.75113719,9.48798017,8.28,1.572
15586.0,,4.75115296,-21.28334113,5.72,1.476
15587.0,,4.75213167,-33.03133234,8.09,0.483
15588.0,,4.752143,-68.02133259,8.04,0.496
15589.0,,4.75225309,-30.94118491,8.7,0.383
15590.0,,4.75228595,80.85271544,7.88,1.041
15591.0,,4.75342282,35.15821661,7.85,0.438
15592.0,,4.75404579,79.65689678,6.67,0.016
15593.0,,4.75410203,61.65629509,8.1,1.797
15594.0,,4.75516026,-26.03910774,8.32,1.567
15595.0,,4.7554949,2.63646753,8.18,0.904
15596.0,,4.75622517,-72.50230299,8.77,1.603
15597.0,,4.75728821,-80.64137133,8.18,0.475
15598.0,,4.75746547,49.57476627,8.63,0.22
15599.0,,4.75770512,47.47643476,7.26,1.111
15600.0,,4.75788528,-51.97957676,8.95,1.522
15601.0,,4.7583725,-3.25462465,4.01,-0.148
15602.0,,4.75838631,59.8719808,7.89,0.424
15603.0,,4.75963496,19.32830016,8.39,0.355
15604.0,,4.75965658,-17.31716019,8.97,0.332
15605.0,,4.75971627,-42.55434386,7.62,0.074
15606.0,,4.76030058,69.82312132,8.03,1.184
15607.0,,4.76042114,-30.66264687,8.98,1.087
15608.0,,4.76082743,-43.89716449,8.89,0.955
15609.0,,4.76082924,-50.0734104,7.58,0.875
15610.0,,4.76120198,-28.65887207,8.07,1.071
15611.0,,4.76134254,47.69881763,8.92,0.373
15612.0,,4.76140627,61.68950727,8.89,0.254
15613.0,,4.76149301,-76.3046063,8.64,0.94
15614.0,,4.76179486,23.62803649,6.34,0.058
15615.0,,4.76249583,63.25976944,7.34,1.036
15616.0,,4.76264189,74.24997214,8.67,0.94
15617.0,,4.76303004,32.46058827,8.88,2.041
15618.0,,4.76350991,74.24399668,12.2,
15619.0,,4.76378805,-34.00504529,6.85,0.002
15620.0,,4.76386364,-2.90867809,7.25,0.291
15621.0,,4.76390853,28.66075717,7.01,0.994
15622.0,,4.76394205,3.02432754,8.96,0.211
15623.0,,4.76418237,-11.94939322,7.97,-0.08
15624.0,,4.76445041,45.0925061,8.96,1.039
15625.0,,4.76498153,-48.03541947,9.22,0.825
15626.0,,4.76518021,52.77809635,8.24,0.344
15627.0,,4.76541529,-39.35657299,6.04,1.065
15628.0,,4.76545059,-66.51898167,8.82,0.56
15629.0,,4.76562739,4.36001145,7.99,0.249
15630.0,,4.76622198,-50.62048105,8.7,0.98
15631.0,,4.76625798,-63.55791634,8.1,0.999
15632.0,,4.76626565,-45.71977896,8.88,0.894
15633.0,,4.7664256,-66.07878406,7.39,0.432
15634.0,,4.76658275,-6.98802504,7.51,0.605
15635.0,,4.76673659,46.98860897,8.88,0.205
15636.0,,4.76677395,76.61137327,6.46,0.512
15637.0,,4.76691171,80.54459357,7.67,1.383
15638.0,,4.76708911,-4.08475151,8.27,0.206
15639.0,,4.7671391,11.70560822,5.35,0.197
15640.0,,4.76747588,-16.51578607,8.99,0.0
15641.0,,4.76796904,-25.15925478,7.52,0.443
15642.0,,4.76799649,78.34386395,8.55,0.502
15643.0,,4.7680835,18.80074321,7.48,1.499
15644.0,,4.76827603,-29.06218204,8.83,0.675
15645.0,,4.76850425,-12.97523193,7.97,0.23
15646.0,,4.76859061,-77.02101456,8.8,0.493
15647.0,,4.76877929,84.02984569,7.31,0.974
15648.0,,4.76930262,-11.56122051,7.68,-0.048
15649.0,,4.76930947,-49.24594096,7.48,1.472
15650.0,,4.76991672,-10.22224256,8.99,1.553
15651.0,,4.77001699,26.03559017,7.72,0.289
15652.0,,4.77098371,49.94822684,8.29,1.028
15653.0,,4.77124044,3.26870425,7.81,0.679
15654.0,,4.77132883,18.73486237,5.99,1.221
15655.0,,4.77187197,3.6363043,10.92,1.277
15656.0,,4.77218116,-38.11390322,7.56,1.031
15657.0,,4.77230912,39.22787582,8.5,1.303
15658.0,,4.7723271,55.65512322,7.18,1.552
15659.0,,4.77249057,44.89037194,11.55,0.964
15660.0,,4.7728548,6.49554798,8.76,0.232
15661.0,,4.77288263,-51.05696192,8.8,0.931
15662.0,,4.77296318,23.67513037,8.21,1.154
15663.0,,4.77309739,79.15142119,8.46,0.473
15664.0,,4.77337545,-2.9543984,6.33,0.041
15665.0,,4.77347253,64.81042629,6.85,1.203
15666.0,,4.77382012,-28.0874882,6.18,0.189
15667.0,,4.77400275,51.09609078,8.05,1.48
15668.0,,4.77400735,-35.80618455,7.75,1.219
15669.0,,4.77411387,-17.82277306,7.85,1.077
15670.0,,4.77414558,42.34838914,6.53,0.704
15671.0,,4.77445764,-54.87041451,8.59,0.499
15672.0,,4.7744811,7.34416619,8.68,0.476
15673.0,,4.77509275,15.47211023,8.3,0.665
15674.0,,4.77553466,-37.45592518,7.62,1.472
15675.0,,4.77583708,27.90072462,8.39,0.489
15676.0,,4.77604267,14.53163508,8.2,0.427
15677.0,,4.77626122,-22.77961079,8.34,0.489
15678.0,,4.77652134,51.31738116,8.68,1.004
15679.0,,4.77663804,19.49425356,8.44,1.6
15680.0,,4.77674138,8.31796453,8.01,1.486
15681.0,,4.77708986,-68.54613912,7.2,0.568
15682.0,,4.77729789,-71.10660745,8.03,0.895
15683.0,,4.77766539,50.1524173,8.19,0.188
15684.0,,4.77876922,-42.61713564,8.74,0.484
15685.0,,4.77901993,40.31268034,5.99,0.934
15686.0,,4.77931216,9.01746112,7.24,0.56
15687.0,,4.7799238,-13.58140754,8.44,1.235
15688.0,,4.78038753,17.74840598,9.6,0.967
15689.0,,4.7804185,-26.30244655,7.85,0.393
15690.0,,4.78063648,-18.39929236,7.89,0.498
15691.0,,4.78116574,-60.60384543,7.72,0.581
15692.0,,4.78154785,0.61734781,8.4,1.178
15693.0,,4.78256078,-21.21148124,7.1,1.02
15694.0,,4.78268622,-55.77970563,8.2,1.013
15695.0,,4.78304102,-29.40761603,7.5,1.029
15696.0,,4.78366717,-38.30893671,7.34,0.934
15697.0,,4.78392574,41.30504731,7.2,0.064
15698.0,,4.78462344,9.06067752,8.61,0.514
15699.0,,4.78518207,10.0516494,7.19,0.16
15700.0,,4.7852354,-59.13711895,6.8,1.044
15701.0,,4.78760067,-62.8290125,7.87,0.441
15702.0,,4.7877384,51.64494264,8.98,0.236
15703.0,,4.78808078,-33.61394039,8.47,1.083
15704.0,,4.78830967,5.7882641,6.77,0.018
15705.0,,4.78838289,45.98647443,10.12,0.8
15706.0,,4.78859016,-36.20934461,7.66,2.391
15707.0,,4.7888478,-74.61241422,8.84,1.118
15708.0,,4.7893523,-61.47605718,7.23,0.448
15709.0,,4.78984406,-22.56046399,8.94,0.803
15710.0,,4.79140632,43.40056298,8.46,0.463
15711.0,,4.79198318,10.16939786,8.24,0.34
15712.0,,4.79222946,-75.07535878,8.21,1.543
15713.0,,4.79295838,-79.80724298,7.85,0.362
15714.0,,4.7932183,45.99959082,7.83,1.791
15715.0,,4.79332184,50.56897629,7.84,0.962
15716.0,,4.79339229,-16.93486728,5.49,0.632
15717.0,,4.79361993,11.78667553,8.94,0.502
15718.0,,4.79375589,18.25881521,8.54,0.72
15719.0,,4.79444892,13.11466574,8.73,0.473
15720.0,,4.79445437,-44.26849967,8.11,0.326
15721.0,,4.79480187,-20.39358452,8.87,1.208
15722.0,,4.79482669,-0.08877593,7.99,0.417
15723.0,,4.79492404,26.15043249,10.61,1.174
15724.0,,4.79530434,40.23253739,8.67,0.31
15725.0,,4.79534218,15.19109485,8.88,1.12
15726.0,,4.79610154,-46.04371869,8.93,0.513
15727.0,,4.79619881,36.72280366,7.51,0.965
15728.0,,4.79626888,-20.8097138,8.04,0.213
15729.0,,4.79687868,-58.36151232,8.52,0.66
15730.0,,4.79708929,53.30127712,6.77,0.452
15731.0,,4.79709937,-30.02059732,6.35,1.071
15732.0,,4.79737669,-40.44589703,9.28,0.974
15733.0,,4.79814625,45.48942577,7.75,0.252
15734.0,,4.80006019,56.75753919,5.29,0.246
15735.0,,4.8003035,-10.93338106,9.53,1.135
15736.0,,4.80047833,53.12200192,7.56,0.192
15737.0,,4.80080883,-10.58995805,8.09,1.029
15738.0,,4.80115936,50.71439354,8.45,1.125
15739.0,,4.80138944,-80.77933778,8.14,0.538
15740.0,,4.80163671,0.67580977,7.49,0.453
15741.0,,4.80178775,-63.48030591,7.16,0.979
15742.0,,4.80179511,25.80718282,8.96,0.557
15743.0,,4.80192868,55.60284572,6.32,0.32
15744.0,,4.80265868,-7.00747469,7.95,1.077
15745.0,,4.80319999,-56.81727238,7.47,1.507
15746.0,,4.80344314,59.24100265,7.47,0.332
15747.0,,4.80384384,-9.50669988,7.17,-0.088
15748.0,,4.80438258,-0.39089924,8.44,1.365
15749.0,,4.80529182,29.23587969,6.89,0.461
15750.0,,4.8053561,-19.7298048,7.77,1.639
15751.0,,4.80540107,67.76349823,7.0,0.32
15752.0,,4.80567997,26.96638294,7.89,1.355
15753.0,,4.80631655,29.77306588,7.41,0.03
15754.0,,4.80650049,-19.85236543,7.53,1.595
15755.0,,4.80680272,1.46823294,8.72,0.006
15756.0,,4.80768104,2.71513834,6.51,0.846
15757.0,,4.80818181,59.49791744,7.72,1.748
15758.0,,4.80842606,-52.62934421,8.81,0.635
15759.0,,4.80879062,-49.79272088,7.35,0.97
15760.0,,4.80891216,10.96639738,8.82,1.177
15761.0,,4.80903573,-16.32958093,5.76,0.537
15762.0,,4.80925159,12.92544936,7.69,0.94
15763.0,,4.8092518,-11.752219,8.34,0.355
15764.0,,4.80938251,-43.98003986,6.72,0.948
15765.0,,4.80956684,48.54440821,8.97,0.075
15766.0,,4.80988048,-20.42942813,8.6,0.471
15767.0,,4.80990406,24.74318954,8.25,0.408
15768.0,,4.81005621,-5.67343877,5.77,0.631
15769.0,,4.81066147,42.59411472,8.42,1.215
15770.0,,4.81068075,58.38986536,7.66,1.035
15771.0,,4.81069992,-49.16995866,8.86,0.31
15772.0,,4.81072169,-1.3563459,8.33,0.924
